type,slug,total,grade,seo,aeo,geo,R-SEO-01,R-SEO-02,R-SEO-03,R-SEO-04,R-SEO-05,R-SEO-06,R-SEO-07,R-SEO-08,R-AEO-01,R-AEO-02,R-AEO-03,R-AEO-04,R-AEO-05,R-AEO-06,R-AEO-07,R-GEO-01,R-GEO-02,R-GEO-03,R-GEO-04,R-GEO-05,R-GEO-06,R-GEO-07
classes,what-is-javascript,91.6,A,100,92.5,82.5,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,PARTIAL,PARTIAL,PASS,PASS
classes,what-is-json-and-data-structures,86,A,100,91.2,67.5,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PARTIAL,PASS,PARTIAL,PARTIAL,FAIL,PASS,PASS
classes,what-is-kpi,85.8,A,89.3,100,70,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS
classes,what-is-landing-page,86.4,A,78.6,91.2,90,PARTIAL,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS
classes,what-is-ltv,90.5,A,89.3,92.5,90,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS
classes,what-is-marketing,78.9,B,100,85,52.5,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,FAIL,PARTIAL,PASS,FAIL,FAIL,PASS,PASS
classes,what-is-mcp,82.2,A,82.1,85,80,PASS,PARTIAL,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,FAIL,PASS,PASS,PARTIAL,PASS,PASS
classes,what-is-mmp,90,A,89.3,85,95,PASS,PARTIAL,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS
classes,what-is-npm,83.5,A,92.9,91.2,67.5,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,FAIL,PARTIAL,PASS,FAIL,PASS,PASS
classes,what-is-nps,85,A,100,85,70,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,FAIL,PASS,PASS,FAIL,PASS,PASS,PASS
classes,what-is-okr,79.5,B,71.4,100,70,PARTIAL,PARTIAL,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,FAIL,FAIL,PASS,PASS
classes,what-is-positioning,86.1,A,92.9,91.2,75,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PARTIAL,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,FAIL,PASS,PASS,PASS,PARTIAL,PASS,PASS
classes,what-is-rest-api,79.5,B,92.9,75,70,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PARTIAL,FAIL,PASS,PASS,PARTIAL,PASS,PASS
classes,what-is-retention,92,A,100,85,90,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS
classes,what-is-reward-cpi,89.8,A,100,77.5,90,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,FAIL,PASS,PASS,PASS
classes,what-is-roas,89,A,100,92.5,75,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PARTIAL,PASS,PASS,PASS
classes,what-is-robots-txt,88.8,A,92.9,91.2,82.5,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PARTIAL,PASS,FAIL,PASS,PASS,PASS
classes,what-is-roi,92.5,A,100,92.5,85,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,PASS,PASS,PASS
classes,what-is-search-crawler,88.7,A,92.9,79.4,92.5,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS
classes,what-is-segment,92,A,100,85,90,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS
classes,what-is-selector,83.1,A,100,70,77.5,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PARTIAL,PARTIAL,PASS,PASS,PASS,FAIL,PARTIAL,PASS,PARTIAL,PASS,PARTIAL,PASS,PASS
classes,what-is-seo,97.8,A,100,92.5,100,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
classes,what-is-sitemap,92.3,A,92.9,91.2,92.5,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,N/A,PASS,PARTIAL,PASS,PASS,PASS,PASS,PASS
classes,what-is-sql-for-marketers,87.8,A,100,100,65,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PARTIAL,FAIL,PASS,PASS,FAIL,PASS,PASS
classes,what-is-sycophancy,80.9,A,92.9,85.3,65,PASS,PASS,PASS,N/A,PASS,N/A,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,PASS,PARTIAL,N/A,PASS,PARTIAL,PARTIAL,FAIL,FAIL,PASS,PASS
classes,what-is-terminal-cli,82.5,A,100,100,50,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PARTIAL,PARTIAL,PARTIAL,FAIL,PASS,PASS
classes,what-is-utm,88.5,A,100,85,80,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PARTIAL,PASS,PASS,PASS,PARTIAL,PASS,FAIL,PASS,PASS,PARTIAL,PASS,PASS
classes,what-is-web-crawling,96.5,A,100,100,90,PASS,PASS,PASS,N/A,PASS,N/A,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,N/A,PASS,PASS,PASS,PASS,FAIL,PASS,PASS
courses,app-marketing-basics,63.9,B,85,70,37.5,PASS,PARTIAL,N/A,N/A,PASS,N/A,N/A,PASS,N/A,N/A,N/A,PASS,PASS,PASS,FAIL,FAIL,FAIL,PARTIAL,FAIL,FAIL,PASS,PASS
courses,app-marketing-campaigns,78.8,B,100,70,65,PASS,PASS,N/A,N/A,PASS,N/A,N/A,PASS,N/A,N/A,N/A,PASS,PASS,PASS,FAIL,PARTIAL,PARTIAL,PARTIAL,PASS,FAIL,PASS,PASS
courses,claude-code-for-everyone,78.1,B,85,100,52.5,PASS,PARTIAL,N/A,N/A,PASS,N/A,N/A,PASS,N/A,N/A,N/A,PASS,PASS,PASS,N/A,PARTIAL,FAIL,PARTIAL,PARTIAL,FAIL,PASS,PASS
courses,claude-fundamentals,79.9,B,100,100,42.5,PASS,PASS,N/A,N/A,PASS,N/A,N/A,PASS,N/A,N/A,N/A,PASS,PASS,PASS,N/A,FAIL,FAIL,PARTIAL,PARTIAL,FAIL,PASS,PASS
courses,claude-in-practice,78.1,B,100,100,37.5,PASS,PASS,N/A,N/A,PASS,N/A,N/A,PASS,N/A,N/A,N/A,PASS,PASS,PASS,N/A,FAIL,FAIL,PARTIAL,FAIL,FAIL,PASS,PASS
courses,data-analytics-basics,78,B,100,85,50,PASS,PASS,N/A,N/A,PASS,N/A,N/A,PASS,N/A,N/A,N/A,PASS,PASS,PASS,PARTIAL,FAIL,PARTIAL,PARTIAL,PARTIAL,FAIL,PASS,PASS
courses,digital-basic,76.4,B,85,100,47.5,PASS,PARTIAL,N/A,N/A,PASS,N/A,N/A,PASS,N/A,N/A,N/A,PASS,PASS,PASS,N/A,FAIL,FAIL,PARTIAL,PASS,FAIL,PASS,PASS
courses,digital-marketing-terms,78.1,B,100,100,37.5,PASS,PASS,N/A,N/A,PASS,N/A,N/A,PASS,N/A,N/A,N/A,PASS,PASS,PASS,N/A,FAIL,FAIL,PARTIAL,FAIL,FAIL,PASS,PASS
courses,marketing-strategy-frameworks,77.1,B,100,85,47.5,PASS,PASS,N/A,N/A,PASS,N/A,N/A,PASS,N/A,N/A,N/A,PASS,PASS,PASS,PARTIAL,FAIL,FAIL,PARTIAL,PASS,FAIL,PASS,PASS
courses,seo-fundamentals,86.9,A,100,100,62.5,PASS,PASS,N/A,N/A,PASS,N/A,N/A,PASS,N/A,N/A,N/A,PASS,PASS,PASS,N/A,PASS,FAIL,PARTIAL,PARTIAL,FAIL,PASS,PASS
courses,vibe-coding-basics,86.9,A,100,100,62.5,PASS,PASS,N/A,N/A,PASS,N/A,N/A,PASS,N/A,N/A,N/A,PASS,PASS,PASS,N/A,FAIL,PASS,PARTIAL,PASS,FAIL,PASS,PASS
