route,status,source_file,source_title_or_term,source_metaTitle,source_ogTitle,source_excerpt_or_definition,source_metaDescription,source_ogDescription,h1,h1_hidden,html_title,og_title,twitter_title,meta_description,og_description,twitter_description,robots,og_image,structured_names,build_title,live_title,build_live_diff,core_different,brand_duplicate,priority,proposed_h1,proposed_html_title,proposed_og_title,proposed_twitter_title,proposal
"/ai-practice/geo-advanced","200","","","","","","","","GEO 심화","false","AI-Practice | GEO 심화 AIPBL: robots.txt, 구조화 데이터, llms.txt 기술 점검 | 준이아빠블로그","GEO 심화 AIPBL: robots.txt, 구조화 데이터, llms.txt 기술 점검","GEO 심화 AIPBL: robots.txt, 구조화 데이터, llms.txt 기술 점검","GEO 심화 AIPBL은 AI 크롤러 접근, 구조화 데이터, llms.txt까지 사이트의 기술 층을 점검하는 프로젝트 실습입니다. 목업 사이트의 robots.txt 차단을 풀고, JSON-LD 이름표를 붙이고, 사이트 안내문 llms.txt를 만듭니다.","GEO 심화 AIPBL은 AI 크롤러 접근, 구조화 데이터, llms.txt까지 사이트의 기술 층을 점검하는 프로젝트 실습입니다. 목업 사이트의 robots.txt 차단을 풀고, JSON-LD 이름표를 붙이고, 사이트 안내문 llms.txt를 만듭니다.","GEO 심화 AIPBL은 AI 크롤러 접근, 구조화 데이터, llms.txt까지 사이트의 기술 층을 점검하는 프로젝트 실습입니다. 목업 사이트의 robots.txt 차단을 풀고, JSON-LD 이름표를 붙이고, 사이트 안내문 llms.txt를 만듭니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: GEO 심화 AIPBL: robots.txt, 구조화 데이터, llms.txt 기술 점검","AI-Practice | GEO 심화 AIPBL: robots.txt, 구조화 데이터, llms.txt 기술 점검 | 준이아빠블로그","AI-Practice | GEO 심화 AIPBL: robots.txt, 구조화 데이터, llms.txt 기술 점검 | 준이아빠블로그","","true","false","P2","GEO 심화: robots.txt·구조화 데이터·llms.txt 점검","GEO 심화: robots.txt·구조화 데이터·llms.txt 점검 | 준이아빠블로그","GEO 심화: robots.txt·구조화 데이터·llms.txt 점검","GEO 심화: robots.txt·구조화 데이터·llms.txt 점검","P2: 화면 H1에 실습 결과를 포함하고 검색·OG·LearningResource.name과 정렬. AI-Practice와 AIPBL은 상단 라벨·설명에서 풀어 써 제목의 반복을 줄임."
"/ai-practice/geo-basics","200","","","","","","","","GEO 기초","false","AI-Practice | GEO 기초 AIPBL: 목업 사이트를 AI 답변에 인용되게 만들기 | 준이아빠블로그","GEO 기초 AIPBL: 목업 사이트를 AI 답변에 인용되게 만들기","GEO 기초 AIPBL: 목업 사이트를 AI 답변에 인용되게 만들기","GEO 기초 AIPBL은 가상의 복숭아 농장 사이트를 AI 답변에 인용되게 만들어 보는 프로젝트 실습입니다. 목표 질문 던지기, AI의 눈으로 사이트 확인, 근거 문장 추가 3단계를 실습 화면 안의 목업 사이트에서 직접 진행합니다.","GEO 기초 AIPBL은 가상의 복숭아 농장 사이트를 AI 답변에 인용되게 만들어 보는 프로젝트 실습입니다. 목표 질문 던지기, AI의 눈으로 사이트 확인, 근거 문장 추가 3단계를 실습 화면 안의 목업 사이트에서 직접 진행합니다.","GEO 기초 AIPBL은 가상의 복숭아 농장 사이트를 AI 답변에 인용되게 만들어 보는 프로젝트 실습입니다. 목표 질문 던지기, AI의 눈으로 사이트 확인, 근거 문장 추가 3단계를 실습 화면 안의 목업 사이트에서 직접 진행합니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: GEO 기초 AIPBL: 목업 사이트를 AI 답변에 인용되게 만들기","AI-Practice | GEO 기초 AIPBL: 목업 사이트를 AI 답변에 인용되게 만들기 | 준이아빠블로그","AI-Practice | GEO 기초 AIPBL: 목업 사이트를 AI 답변에 인용되게 만들기 | 준이아빠블로그","","true","false","P2","GEO 기초: AI 답변에 인용되는 근거 만들기","GEO 기초: AI 답변에 인용되는 근거 만들기 | 준이아빠블로그","GEO 기초: AI 답변에 인용되는 근거 만들기","GEO 기초: AI 답변에 인용되는 근거 만들기","P2: 화면 H1에 실습 결과를 포함하고 검색·OG·LearningResource.name과 정렬. AI-Practice와 AIPBL은 상단 라벨·설명에서 풀어 써 제목의 반복을 줄임."
"/ai-practice/geo-intermediate","200","","","","","","","","GEO 중급","false","AI-Practice | GEO 중급 AIPBL: 인용되는 문장의 세 조건과 구조 보강 | 준이아빠블로그","GEO 중급 AIPBL: 인용되는 문장의 세 조건과 구조 보강","GEO 중급 AIPBL: 인용되는 문장의 세 조건과 구조 보강","GEO 중급 AIPBL은 인용되기 좋은 문장의 세 조건을 익히고 페이지 구조를 보강하는 프로젝트 실습입니다. 기초에서 만든 목업 사이트의 근거 문장을 다듬고, 질문 조건에 근거를 매칭하고, 정의문과 산출 기준과 FAQ를 추가합니다.","GEO 중급 AIPBL은 인용되기 좋은 문장의 세 조건을 익히고 페이지 구조를 보강하는 프로젝트 실습입니다. 기초에서 만든 목업 사이트의 근거 문장을 다듬고, 질문 조건에 근거를 매칭하고, 정의문과 산출 기준과 FAQ를 추가합니다.","GEO 중급 AIPBL은 인용되기 좋은 문장의 세 조건을 익히고 페이지 구조를 보강하는 프로젝트 실습입니다. 기초에서 만든 목업 사이트의 근거 문장을 다듬고, 질문 조건에 근거를 매칭하고, 정의문과 산출 기준과 FAQ를 추가합니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: GEO 중급 AIPBL: 인용되는 문장의 세 조건과 구조 보강","AI-Practice | GEO 중급 AIPBL: 인용되는 문장의 세 조건과 구조 보강 | 준이아빠블로그","AI-Practice | GEO 중급 AIPBL: 인용되는 문장의 세 조건과 구조 보강 | 준이아빠블로그","","true","false","P2","GEO 중급: 인용 문장 다듬기와 페이지 구조 보강","GEO 중급: 인용 문장 다듬기와 페이지 구조 보강 | 준이아빠블로그","GEO 중급: 인용 문장 다듬기와 페이지 구조 보강","GEO 중급: 인용 문장 다듬기와 페이지 구조 보강","P2: 화면 H1에 실습 결과를 포함하고 검색·OG·LearningResource.name과 정렬. AI-Practice와 AIPBL은 상단 라벨·설명에서 풀어 써 제목의 반복을 줄임."
"/ai-practice/prompt-advanced","200","","","","","","","","프롬프트 심화","false","AI-Practice | 프롬프트 심화 AIPBL: 제약 조건, 자기 점검, 메타 프롬프트 | 준이아빠블로그","프롬프트 심화 AIPBL: 제약 조건, 자기 점검, 메타 프롬프트","프롬프트 심화 AIPBL: 제약 조건, 자기 점검, 메타 프롬프트","프롬프트 심화 AIPBL은 제약 조건, 자기 점검, 메타 프롬프트 세 가지 기술로 AI 결과물의 품질을 관리하는 프로젝트 실습입니다. 결과물의 기준을 미리 정하고 AI가 스스로 검토하게 만들어, 사람이 결과를 다듬는 시간을 줄입니다.","프롬프트 심화 AIPBL은 제약 조건, 자기 점검, 메타 프롬프트 세 가지 기술로 AI 결과물의 품질을 관리하는 프로젝트 실습입니다. 결과물의 기준을 미리 정하고 AI가 스스로 검토하게 만들어, 사람이 결과를 다듬는 시간을 줄입니다.","프롬프트 심화 AIPBL은 제약 조건, 자기 점검, 메타 프롬프트 세 가지 기술로 AI 결과물의 품질을 관리하는 프로젝트 실습입니다. 결과물의 기준을 미리 정하고 AI가 스스로 검토하게 만들어, 사람이 결과를 다듬는 시간을 줄입니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: 프롬프트 심화 AIPBL: 제약 조건, 자기 점검, 메타 프롬프트","AI-Practice | 프롬프트 심화 AIPBL: 제약 조건, 자기 점검, 메타 프롬프트 | 준이아빠블로그","AI-Practice | 프롬프트 심화 AIPBL: 제약 조건, 자기 점검, 메타 프롬프트 | 준이아빠블로그","","true","false","P2","프롬프트 심화: 제약 조건·자기 점검·메타 프롬프트","프롬프트 심화: 제약 조건·자기 점검·메타 프롬프트 | 준이아빠블로그","프롬프트 심화: 제약 조건·자기 점검·메타 프롬프트","프롬프트 심화: 제약 조건·자기 점검·메타 프롬프트","P2: 화면 H1에 실습 결과를 포함하고 검색·OG·LearningResource.name과 정렬. AI-Practice와 AIPBL은 상단 라벨·설명에서 풀어 써 제목의 반복을 줄임."
"/ai-practice/prompt-basics","200","","","","","","","","프롬프트 기초","false","AI-Practice | 프롬프트 기초 AIPBL: 역할, 맥락, 형식으로 완성하는 첫 프롬프트 | 준이아빠블로그","프롬프트 기초 AIPBL: 역할, 맥락, 형식으로 완성하는 첫 프롬프트","프롬프트 기초 AIPBL: 역할, 맥락, 형식으로 완성하는 첫 프롬프트","프롬프트 기초 AIPBL은 역할, 맥락, 형식 3요소를 갖춘 첫 프롬프트를 실습 채팅에서 완성하는 프로젝트 실습입니다. 같은 질문이라도 요청 방법에 따라 AI 답변이 어떻게 달라지는지 직접 비교하며 프롬프트 엔지니어링의 기본기를 익힙니다.","프롬프트 기초 AIPBL은 역할, 맥락, 형식 3요소를 갖춘 첫 프롬프트를 실습 채팅에서 완성하는 프로젝트 실습입니다. 같은 질문이라도 요청 방법에 따라 AI 답변이 어떻게 달라지는지 직접 비교하며 프롬프트 엔지니어링의 기본기를 익힙니다.","프롬프트 기초 AIPBL은 역할, 맥락, 형식 3요소를 갖춘 첫 프롬프트를 실습 채팅에서 완성하는 프로젝트 실습입니다. 같은 질문이라도 요청 방법에 따라 AI 답변이 어떻게 달라지는지 직접 비교하며 프롬프트 엔지니어링의 기본기를 익힙니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: 프롬프트 기초 AIPBL: 역할, 맥락, 형식으로 완성하는 첫 프롬프트","AI-Practice | 프롬프트 기초 AIPBL: 역할, 맥락, 형식으로 완성하는 첫 프롬프트 | 준이아빠블로그","AI-Practice | 프롬프트 기초 AIPBL: 역할, 맥락, 형식으로 완성하는 첫 프롬프트 | 준이아빠블로그","","true","false","P2","프롬프트 기초: 역할·맥락·형식 실습","프롬프트 기초: 역할·맥락·형식 실습 | 준이아빠블로그","프롬프트 기초: 역할·맥락·형식 실습","프롬프트 기초: 역할·맥락·형식 실습","P2: 화면 H1에 실습 결과를 포함하고 검색·OG·LearningResource.name과 정렬. AI-Practice와 AIPBL은 상단 라벨·설명에서 풀어 써 제목의 반복을 줄임."
"/ai-practice/prompt-first-steps","200","","","","","","","","AI에게 일 시키는 첫 문장","false","AI-Practice | AI에게 일 시키는 첫 문장: AI-Practice 실습 | 준이아빠블로그","AI-Practice | AI에게 일 시키는 첫 문장: AI-Practice 실습 | 준이아빠블로그","AI-Practice | AI에게 일 시키는 첫 문장: AI-Practice 실습 | 준이아빠블로그","프롬프트를 처음 써 보는 분을 위한 20분 실습입니다. 화면에 보이는 문장을 그대로 입력하는 것으로 시작합니다.","프롬프트를 처음 써 보는 분을 위한 20분 실습입니다. 화면에 보이는 문장을 그대로 입력하는 것으로 시작합니다.","프롬프트를 처음 써 보는 분을 위한 20분 실습입니다. 화면에 보이는 문장을 그대로 입력하는 것으로 시작합니다.","noindex, nofollow","https://www.digitalmarketer.co.kr/og-default.png","","AI-Practice | AI에게 일 시키는 첫 문장: AI-Practice 실습 | 준이아빠블로그","AI-Practice | AI에게 일 시키는 첫 문장: AI-Practice 실습 | 준이아빠블로그","","true","false","P3","AI에게 일 시키는 첫 문장","AI-Practice | AI에게 일 시키는 첫 문장 | 준이아빠블로그","AI에게 일 시키는 첫 문장","AI에게 일 시키는 첫 문장","P3: noindex 레거시 트랙. title에 반복되는 ‘: AI-Practice 실습’ 제거. 섹션 식별자는 한 번만 유지."
"/ai-practice/prompt-intermediate","200","","","","","","","","프롬프트 중급","false","AI-Practice | 프롬프트 중급 AIPBL: 예시, 단계, 질문으로 끌어올리는 답변 수준 | 준이아빠블로그","프롬프트 중급 AIPBL: 예시, 단계, 질문으로 끌어올리는 답변 수준","프롬프트 중급 AIPBL: 예시, 단계, 질문으로 끌어올리는 답변 수준","프롬프트 중급 AIPBL은 예시 제시, 단계 나누기, 질문 유도 세 가지 기술로 AI 답변의 수준을 끌어올리는 프로젝트 실습입니다. 기초에서 익힌 역할, 맥락, 형식 위에 세 기술을 더해 답변의 톤과 깊이를 원하는 방향으로 조정합니다.","프롬프트 중급 AIPBL은 예시 제시, 단계 나누기, 질문 유도 세 가지 기술로 AI 답변의 수준을 끌어올리는 프로젝트 실습입니다. 기초에서 익힌 역할, 맥락, 형식 위에 세 기술을 더해 답변의 톤과 깊이를 원하는 방향으로 조정합니다.","프롬프트 중급 AIPBL은 예시 제시, 단계 나누기, 질문 유도 세 가지 기술로 AI 답변의 수준을 끌어올리는 프로젝트 실습입니다. 기초에서 익힌 역할, 맥락, 형식 위에 세 기술을 더해 답변의 톤과 깊이를 원하는 방향으로 조정합니다.","","https://www.digitalmarketer.co.kr/og-default.png","LearningResource: 프롬프트 중급 AIPBL: 예시, 단계, 질문으로 끌어올리는 답변 수준","AI-Practice | 프롬프트 중급 AIPBL: 예시, 단계, 질문으로 끌어올리는 답변 수준 | 준이아빠블로그","AI-Practice | 프롬프트 중급 AIPBL: 예시, 단계, 질문으로 끌어올리는 답변 수준 | 준이아빠블로그","","true","false","P2","프롬프트 중급: 예시·단계·질문 실습","프롬프트 중급: 예시·단계·질문 실습 | 준이아빠블로그","프롬프트 중급: 예시·단계·질문 실습","프롬프트 중급: 예시·단계·질문 실습","P2: 화면 H1에 실습 결과를 포함하고 검색·OG·LearningResource.name과 정렬. AI-Practice와 AIPBL은 상단 라벨·설명에서 풀어 써 제목의 반복을 줄임."
"/ai-practice/vibecoding-start","200","","","","","","","","바이브코딩, 코드 몰라도 시작하기","false","AI-Practice | 바이브코딩, 코드 몰라도 시작하기: AI-Practice 실습 | 준이아빠블로그","AI-Practice | 바이브코딩, 코드 몰라도 시작하기: AI-Practice 실습 | 준이아빠블로그","AI-Practice | 바이브코딩, 코드 몰라도 시작하기: AI-Practice 실습 | 준이아빠블로그","코드를 한 줄도 몰라도 됩니다. 말로 설명해서 웹 페이지 하나를 만들어 보는 40분 실습입니다.","코드를 한 줄도 몰라도 됩니다. 말로 설명해서 웹 페이지 하나를 만들어 보는 40분 실습입니다.","코드를 한 줄도 몰라도 됩니다. 말로 설명해서 웹 페이지 하나를 만들어 보는 40분 실습입니다.","noindex, nofollow","https://www.digitalmarketer.co.kr/og-default.png","","AI-Practice | 바이브코딩, 코드 몰라도 시작하기: AI-Practice 실습 | 준이아빠블로그","AI-Practice | 바이브코딩, 코드 몰라도 시작하기: AI-Practice 실습 | 준이아빠블로그","","true","false","P3","바이브코딩, 코드 몰라도 시작하기","AI-Practice | 바이브코딩, 코드 몰라도 시작하기 | 준이아빠블로그","바이브코딩, 코드 몰라도 시작하기","바이브코딩, 코드 몰라도 시작하기","P3: noindex 레거시 트랙. title에 반복되는 ‘: AI-Practice 실습’ 제거. 섹션 식별자는 한 번만 유지."
"/class/app-marketing-basics","200","content/courses/app-marketing-basics.md","앱마케팅 기초","앱마케팅 기초 코스: CPI, ASO, 리텐션 개념 정리","","앱마케팅 기초는 웹마케팅과 다른 앱 생태계의 규칙을 처음부터 순서대로 정리한 과정입니다. 앱스토어와 플레이스토어의 구조, 설치 지표(CPI), 앱스토어 최적화(ASO), 활성 사용자와 리텐션, MMP와 딥링크까지 앱마케팅 실무에 들어가기 전에 알아야 할 개념을 다룹니다.","앱마케팅 기초는 앱 설치부터 리텐션까지 앱마케팅의 핵심 개념을 순서대로 정리한 코스입니다. 웹마케팅과의 차이, 스토어 구조, CPI, ASO, MMP, 딥링크까지 다룹니다.","","앱마케팅 기초","false","Class | 앱마케팅 기초 코스: CPI, ASO, 리텐션 개념 정리 | 준이아빠블로그","앱마케팅 기초 코스: CPI, ASO, 리텐션 개념 정리","앱마케팅 기초 코스: CPI, ASO, 리텐션 개념 정리","앱마케팅 기초는 앱 설치부터 리텐션까지 앱마케팅의 핵심 개념을 순서대로 정리한 코스입니다. 웹마케팅과의 차이, 스토어 구조, CPI, ASO, MMP, 딥링크까지 다룹니다.","앱마케팅 기초는 앱 설치부터 리텐션까지 앱마케팅의 핵심 개념을 순서대로 정리한 코스입니다. 웹마케팅과의 차이, 스토어 구조, CPI, ASO, MMP, 딥링크까지 다룹니다.","앱마케팅 기초는 앱 설치부터 리텐션까지 앱마케팅의 핵심 개념을 순서대로 정리한 코스입니다. 웹마케팅과의 차이, 스토어 구조, CPI, ASO, MMP, 딥링크까지 다룹니다.","","https://www.digitalmarketer.co.kr/og/app-marketing-basics.png","Course: 앱마케팅 기초 / ItemList: 앱마케팅 기초 커리큘럼","Class | 앱마케팅 기초 코스: CPI, ASO, 리텐션 개념 정리 | 준이아빠블로그","Class | 앱마케팅 기초 코스: CPI, ASO, 리텐션 개념 정리 | 준이아빠블로그","","true","false","P2","앱마케팅 기초 코스: CPI, ASO, 리텐션 개념 정리","앱마케팅 기초 코스: CPI, ASO, 리텐션 개념 정리 | 준이아빠블로그","앱마케팅 기초 코스: CPI, ASO, 리텐션 개념 정리","앱마케팅 기초 코스: CPI, ASO, 리텐션 개념 정리","P2: H1·Course.name·공유를 제안 제목으로 정렬. 목록·배너에는 짧은 코스명을 허용하되 기본 이름은 course.title에서 파생. 검색 제목 앞 ‘Class |’와 자료 출처 설명은 각각 섹션 라벨과 description으로 이동."
"/class/app-marketing-campaigns","200","content/courses/app-marketing-campaigns.md","앱마케팅 캠페인 실무","앱마케팅 캠페인 실무 코스: ASO 실전, 차트 부스팅, 앱 캠페인 운영","","앱마케팅 캠페인 실무는 앱 캠페인을 직접 기획하고 운영하는 사람을 위한 중급 과정입니다. 스토어 페이지를 실험으로 다듬는 ASO 실전, 리워드 CPI를 활용한 차트 부스팅, 애드 프러드 대응, 적정 CPI 산정, 푸시 운영, 구글 앱 캠페인과 Apple Ads(예전 이름 Apple Search Ads)와 메타 어드밴티지+ 운영, 전환 이벤트 설계, 코호트 분석, 딥링크 실전, 리퍼럴 설계, 성장주기별 전략, 피처드까지 캠페인 실무의 판단 기준을 순서대로 다룹니다. 개념 정의가 필요하면 앱마케팅 기초 코스를 먼저 보는 것을 권합니다.","앱마케팅 캠페인 실무는 스토어 페이지 실험부터 리워드 CPI 운영, 앱 캠페인, 이벤트 설계까지 앱 캠페인을 직접 운영하는 순서를 정리한 중급 코스입니다. 적정 CPI 산정과 코호트 분석 같은 판단 기준을 함께 다룹니다.","","앱마케팅 캠페인 실무","false","Class | 앱마케팅 캠페인 실무 코스: ASO 실전, 차트 부스팅, 앱 캠페인 운영 | 준이아빠블로그","앱마케팅 캠페인 실무 코스: ASO 실전, 차트 부스팅, 앱 캠페인 운영","앱마케팅 캠페인 실무 코스: ASO 실전, 차트 부스팅, 앱 캠페인 운영","앱마케팅 캠페인 실무는 스토어 페이지 실험부터 리워드 CPI 운영, 앱 캠페인, 이벤트 설계까지 앱 캠페인을 직접 운영하는 순서를 정리한 중급 코스입니다. 적정 CPI 산정과 코호트 분석 같은 판단 기준을 함께 다룹니다.","앱마케팅 캠페인 실무는 스토어 페이지 실험부터 리워드 CPI 운영, 앱 캠페인, 이벤트 설계까지 앱 캠페인을 직접 운영하는 순서를 정리한 중급 코스입니다. 적정 CPI 산정과 코호트 분석 같은 판단 기준을 함께 다룹니다.","앱마케팅 캠페인 실무는 스토어 페이지 실험부터 리워드 CPI 운영, 앱 캠페인, 이벤트 설계까지 앱 캠페인을 직접 운영하는 순서를 정리한 중급 코스입니다. 적정 CPI 산정과 코호트 분석 같은 판단 기준을 함께 다룹니다.","","https://www.digitalmarketer.co.kr/og/app-marketing-campaigns.png","Course: 앱마케팅 캠페인 실무 / ItemList: 앱마케팅 캠페인 실무 커리큘럼","Class | 앱마케팅 캠페인 실무 코스: ASO 실전, 차트 부스팅, 앱 캠페인 운영 | 준이아빠블로그","Class | 앱마케팅 캠페인 실무 코스: ASO 실전, 차트 부스팅, 앱 캠페인 운영 | 준이아빠블로그","","true","false","P2","앱마케팅 캠페인 실무 코스: ASO 실전, 차트 부스팅, 앱 캠페인 운영","앱마케팅 캠페인 실무 코스: ASO 실전, 차트 부스팅, 앱 캠페인 운영 | 준이아빠블로그","앱마케팅 캠페인 실무 코스: ASO 실전, 차트 부스팅, 앱 캠페인 운영","앱마케팅 캠페인 실무 코스: ASO 실전, 차트 부스팅, 앱 캠페인 운영","P2: H1·Course.name·공유를 제안 제목으로 정렬. 목록·배너에는 짧은 코스명을 허용하되 기본 이름은 course.title에서 파생. 검색 제목 앞 ‘Class |’와 자료 출처 설명은 각각 섹션 라벨과 description으로 이동."
"/class/claude-code-for-everyone","200","content/courses/claude-code-for-everyone.md","비개발자를 위한 Claude Code","비개발자를 위한 Claude Code (앤트로픽 공식 자료 한국어 정리)","","앤트로픽 공식 Claude Code 가이드(platform.claude.com/docs)를 터미널을 처음 켜본 비개발자도 따라갈 수 있게 풀어 정리한 코스입니다. Claude Code 설치 첫걸음부터 슬래시 명령, Plan Mode, 서브에이전트, 훅, MCP까지 8개 개념을 차례로 다룹니다. 터미널 명령은 한 줄씩, 익숙해질 만큼만 다룹니다.","platform.claude.com/docs의 Claude Code 공식 가이드를 터미널 입문자 눈높이로 풀어 정리했습니다. 설치, 슬래시 명령, Plan Mode, 서브에이전트, MCP 등 8개 개념을 다룹니다.","","비개발자를 위한 Claude Code","false","Class | 비개발자를 위한 Claude Code (앤트로픽 공식 자료 한국어 정리) | 준이아빠블로그","비개발자를 위한 Claude Code (앤트로픽 공식 자료 한국어 정리)","비개발자를 위한 Claude Code (앤트로픽 공식 자료 한국어 정리)","platform.claude.com/docs의 Claude Code 공식 가이드를 터미널 입문자 눈높이로 풀어 정리했습니다. 설치, 슬래시 명령, Plan Mode, 서브에이전트, MCP 등 8개 개념을 다룹니다.","platform.claude.com/docs의 Claude Code 공식 가이드를 터미널 입문자 눈높이로 풀어 정리했습니다. 설치, 슬래시 명령, Plan Mode, 서브에이전트, MCP 등 8개 개념을 다룹니다.","platform.claude.com/docs의 Claude Code 공식 가이드를 터미널 입문자 눈높이로 풀어 정리했습니다. 설치, 슬래시 명령, Plan Mode, 서브에이전트, MCP 등 8개 개념을 다룹니다.","","https://www.digitalmarketer.co.kr/og/claude-code-for-everyone.png","Course: 비개발자를 위한 Claude Code / ItemList: 비개발자를 위한 Claude Code 커리큘럼","Class | 비개발자를 위한 Claude Code (앤트로픽 공식 자료 한국어 정리) | 준이아빠블로그","Class | 비개발자를 위한 Claude Code (앤트로픽 공식 자료 한국어 정리) | 준이아빠블로그","","true","false","P1 설명","비개발자를 위한 Claude Code","비개발자를 위한 Claude Code | 준이아빠블로그","비개발자를 위한 Claude Code","비개발자를 위한 Claude Code","P2: H1·Course.name·공유를 제안 제목으로 정렬. 목록·배너에는 짧은 코스명을 허용하되 기본 이름은 course.title에서 파생. 검색 제목 앞 ‘Class |’와 자료 출처 설명은 각각 섹션 라벨과 description으로 이동. P1: metaDescription은 8개 개념이라고 하나 실제 클래스는 9개. 9개로 정정하거나 수를 동적으로 생성."
"/class/claude-fundamentals","200","content/courses/claude-fundamentals.md","Claude 기초 교육, AI를 제대로 쓰는 첫걸음","클로드 기초 교육: Claude 입문 첫걸음","","**클로드 기초 교육 코스**입니다. 앤트로픽이 운영하는 Anthropic Academy, claude.com/resources, platform.claude.com/docs의 공식 교육 자료 중 AI Fluency 입문 트랙을 한국어로 정리했습니다. Claude가 어떤 AI인지, 환각과 아부 같은 함정을 어떻게 알아채는지, 4D 프레임워크로 어떻게 검증하며 쓰는지를 10개 개념으로 따라갑니다. 마케터, 기획자, 교육 종사자처럼 코딩 없이 AI를 일상 업무에 끌어들이려는 분들을 위해 만들었습니다.","클로드 기초 교육 코스입니다. 앤트로픽이 운영하는 Anthropic Academy의 AI Fluency 트랙을 한국 입문자 눈높이로 정리했습니다. Claude의 정체부터 환각, 아부, 4D 프레임워크까지 10개 개념을 다룹니다.","","Claude 기초 교육, AI를 제대로 쓰는 첫걸음","false","Class | 클로드 기초 교육: Claude 입문 첫걸음 | 준이아빠블로그","클로드 기초 교육: Claude 입문 첫걸음","클로드 기초 교육: Claude 입문 첫걸음","클로드 기초 교육 코스입니다. 앤트로픽이 운영하는 Anthropic Academy의 AI Fluency 트랙을 한국 입문자 눈높이로 정리했습니다. Claude의 정체부터 환각, 아부, 4D 프레임워크까지 10개 개념을 다룹니다.","클로드 기초 교육 코스입니다. 앤트로픽이 운영하는 Anthropic Academy의 AI Fluency 트랙을 한국 입문자 눈높이로 정리했습니다. Claude의 정체부터 환각, 아부, 4D 프레임워크까지 10개 개념을 다룹니다.","클로드 기초 교육 코스입니다. 앤트로픽이 운영하는 Anthropic Academy의 AI Fluency 트랙을 한국 입문자 눈높이로 정리했습니다. Claude의 정체부터 환각, 아부, 4D 프레임워크까지 10개 개념을 다룹니다.","","https://www.digitalmarketer.co.kr/og/claude-fundamentals.png","Course: Claude 기초 교육, AI를 제대로 쓰는 첫걸음 / ItemList: Claude 기초 교육, AI를 제대로 쓰는 첫걸음 커리큘럼","Class | 클로드 기초 교육: Claude 입문 첫걸음 | 준이아빠블로그","Class | 클로드 기초 교육: Claude 입문 첫걸음 | 준이아빠블로그","","true","false","P2","클로드(Claude) 기초 교육: AI를 제대로 쓰는 첫걸음","클로드(Claude) 기초 교육: AI를 제대로 쓰는 첫걸음 | 준이아빠블로그","클로드(Claude) 기초 교육: AI를 제대로 쓰는 첫걸음","클로드(Claude) 기초 교육: AI를 제대로 쓰는 첫걸음","P2: H1·Course.name·공유를 제안 제목으로 정렬. 목록·배너에는 짧은 코스명을 허용하되 기본 이름은 course.title에서 파생. 검색 제목 앞 ‘Class |’와 자료 출처 설명은 각각 섹션 라벨과 description으로 이동."
